@relation 'ear-liwc-speech-act-mrc-weka.filters.unsupervised.attribute.Remove-R105-118-weka.filters.unsupervised.attribute.Remove-R16,109-546,552-574,580-607-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R118-122-weka.filters.unsupervised.attribute.Remove-R119-122'

@attribute word-per-sec numeric
@attribute voiced-time numeric
@attribute pitch-mean numeric
@attribute pitch-min numeric
@attribute pitch-max numeric
@attribute pitch-stddev numeric
@attribute pitch-slope numeric
@attribute int-mean numeric
@attribute int-min numeric
@attribute int-max numeric
@attribute int-stddev numeric
@attribute AOA numeric
@attribute BROWN-FREQ numeric
@attribute CONC numeric
@attribute FAM numeric
@attribute IMAG numeric
@attribute K-F-FREQ numeric
@attribute K-F-NCATS numeric
@attribute K-F-NSAMP numeric
@attribute MEANC numeric
@attribute MEANP numeric
@attribute NLET numeric
@attribute NPHON numeric
@attribute NSYL numeric
@attribute T-L-FREQ numeric
@attribute WC numeric
@attribute WPS numeric
@attribute Qmarks numeric
@attribute Unique numeric
@attribute Dic numeric
@attribute Sixltr numeric
@attribute Abbreviations numeric
@attribute Emoticons numeric
@attribute Pronoun numeric
@attribute I numeric
@attribute We numeric
@attribute Self numeric
@attribute You numeric
@attribute Other numeric
@attribute Negate numeric
@attribute Assent numeric
@attribute Article numeric
@attribute Preps numeric
@attribute Number numeric
@attribute Affect numeric
@attribute Posemo numeric
@attribute Posfeel numeric
@attribute Optim numeric
@attribute Negemo numeric
@attribute Anx numeric
@attribute Anger numeric
@attribute Sad numeric
@attribute Cogmech numeric
@attribute Cause numeric
@attribute Insight numeric
@attribute Discrep numeric
@attribute Inhib numeric
@attribute Tentat numeric
@attribute Certain numeric
@attribute Senses numeric
@attribute See numeric
@attribute Hear numeric
@attribute Feel numeric
@attribute Social numeric
@attribute Comm numeric
@attribute Othref numeric
@attribute Friends numeric
@attribute Family numeric
@attribute Humans numeric
@attribute Time numeric
@attribute Past numeric
@attribute Present numeric
@attribute Future numeric
@attribute Space numeric
@attribute Up numeric
@attribute Down numeric
@attribute Incl numeric
@attribute Excl numeric
@attribute Motion numeric
@attribute Occup numeric
@attribute School numeric
@attribute Job numeric
@attribute Achieve numeric
@attribute Leisure numeric
@attribute Home numeric
@attribute Sports numeric
@attribute TV numeric
@attribute Music numeric
@attribute Money numeric
@attribute Metaph numeric
@attribute Relig numeric
@attribute Death numeric
@attribute Physcal numeric
@attribute Body numeric
@attribute Sexual numeric
@attribute Eating numeric
@attribute Sleep numeric
@attribute Groom numeric
@attribute Swear numeric
@attribute Nonfl numeric
@attribute Fillers numeric
@attribute Period numeric
@attribute Comma numeric
@attribute Colon numeric
@attribute SemiC numeric
@attribute QMark numeric
@attribute Exclam numeric
@attribute Dash numeric
@attribute Quote numeric
@attribute Apostro numeric
@attribute Parenth numeric
@attribute OtherP numeric
@attribute AllPct numeric
@attribute ASSERTION numeric
@attribute COMMAND numeric
@attribute PROMPT numeric
@attribute QUESTION numeric
@attribute EXT.S numeric

@data
1.906059,734.5,226.35,44.47,637.89,105.91,302.16,63.91,29.51,85.81,7.85,287.746835,1853.452692,311.863436,601.542284,334.234525,6504.484824,13.954473,330.8123,375.091316,585,3.210321,2.591959,1.128745,29583.461203,1400,4.56,3.21,24.93,81,6.71,0,0,16.79,6.29,1.79,8.07,2.14,2.07,2.43,4.36,4.64,6.93,1.79,5.21,2.79,0.36,0.43,2.43,0.07,1.5,0.36,6.36,0.57,2.43,1.29,0.36,2.14,0.36,2.36,1,1,0.21,9.43,1.64,6.21,0,0.14,0.93,2.43,2.36,17.21,2.57,3.57,1.43,0,3.57,3.71,2.86,1.29,0.64,0.36,0.21,1.64,0.71,0.57,0.14,0.21,0.29,0.29,0.29,0,1.07,0.5,0.43,0.14,0.07,0,1.64,1,0.14,21.29,3.43,0.07,0,3.36,0,0,0,0.86,0,15.71,44.71,0.696793,0.037901,0.119534,0.145773,2.875
1.929713,788.2,240.64,44.12,636.11,114.08,334.17,65.38,53.62,85.18,5.61,279.164835,1970.256299,317.827809,605.462025,339.391614,5798.590685,14.125618,324.142555,383.277916,612.181818,3.295105,2.602236,1.159857,28109.854931,1521,10.01,2.7,26.56,86.59,8.48,0,0,20.25,9.34,0.99,10.32,4.21,2.7,2.83,2.37,2.63,8.42,2.24,5.06,3.81,0.66,0.13,1.25,0.07,0.59,0.26,8.35,1.78,1.64,2.43,0.33,2.83,0.99,3.02,0.79,1.97,0.2,11.83,2.24,8.02,0.33,0.33,0.59,2.89,4.21,17.55,0.92,2.96,1.12,0.2,3.16,3.55,2.3,2.17,1.38,0.13,0.59,0.53,0.2,0.07,0,0.26,0.07,0.26,0.2,0.07,1.12,0.53,0.2,0.2,0.2,0.2,0.33,2.37,0.99,7.56,7.96,0.13,0,2.76,0,0.07,0,2.83,0,10.78,32.08,0.700508,0.035533,0.045685,0.218274,4.375
1.966985,502.8,242.28,31.69,610.65,113.23,272.63,66.41,53.38,87.11,7,295.803279,1992.519423,320.945042,603.149112,342.884024,7654.798491,14.022629,330.654095,381.033457,654.766667,3.266172,2.609606,1.148603,34911.643868,989,6.34,4.75,35.59,84.23,8.19,0,0,18.3,6.37,0.4,6.77,3.84,4.25,2.53,1.52,5.56,8.19,2.73,3.34,2.02,0.71,0.1,1.31,0.2,0.71,0,6.98,1.31,1.42,1.52,0.1,2.22,0.81,1.62,0.51,0.71,0.2,11.73,0.81,8.49,0.3,0.4,1.42,3.54,6.37,14.96,1.21,3.64,1.42,0.2,4.95,4.25,1.92,3.03,1.92,0.91,0.51,0.71,0.2,0.51,0.1,0,1.21,0.2,0.1,0.1,1.42,0.81,0.3,0.4,0.3,0.1,0.3,0.71,0.4,11.73,10.21,0,0,4.85,0.1,0.81,0,5.16,0,8.19,41.05,0.619883,0.046784,0.046784,0.28655,4.375
1.243928,473.5,244.28,47.78,612,120.36,285.85,64.39,53.42,86.33,6.37,305.526316,1890.105364,311.744813,602.067901,332.971193,7428.333955,14.093284,331.531716,367.892779,636.923077,3.344383,2.719588,1.165067,34372.097166,589,5.72,2.72,37.69,77.76,9.34,0,0,16.81,4.24,0.34,4.58,3.9,5.43,1.7,2.04,4.07,9.68,1.87,3.74,2.55,0.17,0.17,1.02,0,0.17,0,7.13,0.34,2.89,1.7,0,3.23,0.68,1.36,0.51,0.85,0,11.38,1.02,9.68,0,0,0.17,1.7,3.4,16.3,0.51,2.04,1.19,0,4.58,3.9,3.06,1.19,1.19,0,0,1.87,0.34,0.51,0,1.02,0.17,0.17,0.17,0,0.34,0,0.17,0,0.34,0,0.17,1.19,0.68,16.98,2.55,0,0,3.23,0,0,0,1.02,0,20.71,44.48,0.764706,0.008403,0.058824,0.168067,2.75
1.821679,441.9,204.56,41.32,642.18,111.51,261.73,65.02,54.63,86.38,5.66,314.54,2013.840426,309.823964,603.692982,329.233918,6706.664063,14.126302,333.16276,372.742033,636.882353,3.394567,2.658394,1.182062,31274.749634,805,6.19,3.73,36.89,84.47,11.68,0,0,18.14,7.95,0.99,8.94,3.23,0.75,3.73,1.99,3.98,8.7,2.86,4.6,2.98,0.5,0.62,1.61,0.12,0.75,0.12,7.95,1.24,2.86,1.86,0.62,2.48,0.62,2.73,1.74,0.75,0.25,6.58,0.99,5.09,0,0.12,0.12,4.47,3.85,18.14,0.75,3.73,1.74,0,4.47,6.46,2.36,2.86,2.24,0.25,0.37,0.87,0,0.12,0.62,0.12,0.99,0.25,0.25,0,0.62,0.12,0.37,0,0.12,0,0.62,1.74,0.5,13.42,4.1,0,0,3.98,0,0,0,7.08,0,7.2,35.78,0.713376,0.038217,0.044586,0.203822,1.875
0.348898,1914.6,223.38,18.36,630.5,130.21,307.73,68.2,54.84,86.7,6.48,293.714286,1603.211506,304.681901,600.402482,330.276596,5658.091503,13.970588,339.03268,375.491651,640.6875,3.582258,2.769674,1.176373,26146.053913,668,5.26,3.59,39.37,78.89,11.98,0,0,13.32,3.59,0,3.59,2.84,3.14,2.99,2.99,3.74,5.84,3.29,4.64,3.29,1.35,0,1.35,0,0.9,0.15,4.94,0.9,1.05,1.65,0,3.89,1.5,1.05,0.3,0.6,0.15,7.49,0.6,6.14,0,0,0.45,4.19,2.84,20.51,1.5,4.49,1.05,0,3.89,5.84,1.5,0.45,0.15,0,0.3,0.6,0.15,0.15,0,0.3,0.6,0.3,0.3,0,1.05,0.45,0.45,0,0.15,0,0.6,1.2,1.2,15.72,8.08,0,0,3.59,0,1.2,0,7.19,0,1.8,37.57,0.621212,0.030303,0.166667,0.181818,2.375
2.790419,83.5,257.57,45.14,597.64,96.54,162.76,69,55.56,85.01,7.1,325.333333,2074.695238,322.673684,603.979275,336.098446,6118.052381,14.380952,339.909524,373.460317,710.8,3.212963,2.612565,1.131068,29279.352941,233,12.26,3,59.23,78.11,4.72,0,0,20.17,9.01,0.86,9.87,6.44,0.86,2.15,2.15,3.86,11.16,1.72,1.72,1.29,0,0,0.43,0,0.43,0,6.01,1.29,0.43,3.43,0,2.58,0,0.86,0,0.43,0,9.01,0.43,8.15,0,0.43,0,3.43,2.58,18.03,1.29,3.43,1.29,0.43,4.29,2.58,1.29,1.72,1.29,0,0.43,0.43,0.43,0,0,0,0,0,0,0,1.29,0.43,0.43,0.43,0,0,0.43,1.29,1.29,6.01,5.58,0.43,0,3.86,0,0.43,0,2.58,0,20.17,39.06,0.545455,0.090909,0.090909,0.272727,3.625
0.6222,200.9,219.64,45.94,603.01,118.66,219,64.46,54.81,86.9,5.28,235,2127.689076,319.519231,603.518868,342.386792,9215.106557,13.983607,322.319672,362.188119,636,3.544715,2.917431,1.252174,37906.732143,125,125,0,60.8,78.4,12.8,0,0,15.2,8,0,8,1.6,1.6,2.4,3.2,5.6,10.4,0,6.4,5.6,0.8,0.8,0.8,0.8,0,0.8,5.6,3.2,0.8,1.6,0,2.4,1.6,0,0,0,0,4,0,3.2,0,0,0,6.4,9.6,6.4,2.4,1.6,0,0,7.2,6.4,0.8,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9.6,13.6,1,0,0,0,2.125
0.779067,758.6,225.09,30.32,625.35,116.85,327.54,63.53,27.37,87.09,7.15,248.233333,1688.136029,313,601.96701,333.830928,5964.250903,14.034296,311.357401,374.176101,637.357143,3.322064,2.642436,1.134438,26794.68714,591,147.75,0,39.93,78.68,7.78,0,0,15.06,4.06,0.68,4.74,3.89,2.88,4.74,3.38,3.89,8.12,2.71,5.41,2.2,0.68,0.17,3.21,0,2.54,0,8.63,1.86,1.52,1.18,0.17,1.69,1.52,2.2,1.18,0.85,0,11.51,1.69,7.78,0,0.17,1.35,2.2,2.88,15.23,0.68,4.74,1.02,0.51,2.54,3.89,2.37,0.51,0.17,0.17,0.17,1.52,0.34,0.68,0,0.51,1.02,0.51,0.34,0.17,2.03,0.85,0.68,0.85,0.17,0.17,2.71,0.34,0.17,0.68,0.68,0,0,0,0,0,0,5.41,0,13.87,20.64,0.72,0.12,0.026667,0.133333,2.75
0.47095,1526.7,217.67,29.55,639.24,118.1,379.06,72.83,32.72,86.86,8.62,290,1989.675841,318.141156,601.257956,333.485762,6878.1347,13.547584,317.862372,370.052265,685.6875,3.26087,2.664484,1.16391,32392.656716,719,5.75,3.76,41.17,80.95,9.18,0,0,17.25,7.09,0.28,7.37,3.62,2.5,3.34,2.5,5.29,8.62,2.36,3.48,2.23,0.28,0,1.25,0,0.97,0,7.65,1.25,1.67,1.81,0.83,1.67,1.11,2.5,0.56,1.67,0.14,9.6,2.09,6.54,0.28,0.14,0.42,1.53,3.34,16.55,0.42,3.48,1.67,0.28,4.03,4.45,1.39,2.23,1.11,0.56,0.42,1.81,0.42,0.14,0.56,0.7,0.56,0.7,0.7,0,0.7,0.14,0.28,0.28,0,0.14,0.83,2.5,0.42,14.46,6.95,0,0,4.03,0.83,1.25,0,5.7,0,18.92,52.16,0.711409,0.040268,0.053691,0.194631,4.25
1.430967,536.7,201.99,32.79,599.9,107.03,286,64.83,32.04,87.26,7.14,262.26087,1738.238231,310.619583,601.64297,333.352291,5818.494398,14.09944,329.015406,373.287338,657.5,3.347645,2.611557,1.131241,26946.684049,768,5.22,2.86,39.19,79.95,8.07,0,0,16.02,5.99,0.91,6.9,3.78,2.47,3.12,3.26,3.26,7.94,3.78,4.82,1.82,0.39,0.13,2.99,0.13,1.3,0.52,7.16,0.26,1.56,1.95,0.65,2.6,0.52,2.21,0.91,0.91,0,9.64,1.17,7.68,0,0,0,2.99,3.26,19.4,1.04,3.12,0.65,0.78,4.04,5.08,1.95,0.78,0.39,0.13,0.26,1.43,0.52,0.91,0,0,0.78,0.39,0.39,0,0.91,0.39,0.13,0.39,0,0.13,1.56,1.82,0.65,17.71,10.03,0,0,3.26,0,0.52,0,6.64,0,13.28,51.43,0.715152,0.036364,0.09697,0.151515,4
0.555256,1296.7,216.61,36.96,629.95,118.53,327.01,69.48,55.22,87.08,7.67,277.136364,1883.028486,313.252893,603.328455,331.169106,6622.104566,13.891016,331.416789,371.094755,693.454545,3.277383,2.603175,1.114754,30259.598101,720,4.24,4.03,37.22,80.97,8.06,0,0,16.25,5.97,0.69,6.67,3.89,1.39,3.06,1.67,4.17,9.86,0.83,5.42,2.08,0.14,0.42,3.33,0,2.78,0.14,5.97,0.83,2.08,1.25,0.14,2.64,2.08,2.5,0.69,0.83,0.42,8.61,1.11,5.97,0,0,1.39,2.5,3.47,18.89,0.28,6.39,2.78,0.42,5.28,5.69,1.67,0.69,0,0.28,0.56,0.56,0.28,0.14,0,0.14,0.14,0,0,0,3.33,0.83,1.39,0.97,0,0.42,2.78,0.42,0.56,20.69,4.44,0,0,4.03,0,0.28,0,6.94,0,4.17,40.56,0.659218,0.100559,0.078212,0.162011,2.25
1.422968,739.3,205.84,33.58,630.31,97.13,283.2,67.39,-8.92,86.82,8.23,294.132075,2000.676531,318.293515,603.560134,339.962138,6073.439484,14.150794,320.59127,379.195093,646.45,3.383333,2.651648,1.180162,28299.286036,1052,6.08,2.19,33.75,84.79,9.03,0,0,19.11,9.89,0.86,10.74,3.61,2.38,2.85,2.19,3.61,8.65,4.09,3.8,3.04,0.67,0.29,0.76,0,0.38,0,8.46,1.71,2.57,2,0.1,2.09,0.67,3.71,0.38,2.95,0.19,11.98,3.61,6.94,0,0.57,0.76,3.99,4.75,17.21,1.62,3.23,1.81,0.1,3.99,3.61,2.57,1.71,0.86,0.1,0.76,0.76,0.38,0.19,0,0.1,0.29,0.76,0.67,0.1,0.76,0.1,0.29,0.38,0,0,0.38,0,0,14.83,5.99,0,0,2.38,0,0,0,2.38,0,5.51,31.08,0.748634,0.027322,0.071038,0.153005,5
2.023433,315.8,179.72,33.83,598.35,107.28,311.68,63.29,15.96,85.54,8.41,278.194444,1770.54188,300.348399,601.72744,319.370166,7111.770248,14.06281,339.403306,356.65444,605.5,3.362745,2.76234,1.170358,31300.244755,639,5.03,2.19,41.63,78.56,7.36,0,0,15.96,3.76,3.76,7.51,2.66,2.97,5.16,2.82,5.63,10.02,2.66,2.35,1.56,0.16,0.31,0.78,0,0.47,0,8.76,1.25,2.19,3.91,0.16,2.66,0.31,1.72,0.31,1.1,0.31,11.89,1.41,9.39,0,0,0.63,1.41,3.29,15.34,1.88,3.29,1.25,0.31,2.35,4.69,1.25,1.1,0.31,0.31,0.31,0.78,0.31,0,0.16,0.31,0.63,0,0,0,1.25,0.94,0,0.47,0.16,0.16,0.16,0.16,0.94,19.25,5.79,0,0,2.19,0,0.16,0,5.48,0,5.63,38.5,0.735294,0.058824,0.088235,0.117647,3.125
2.685396,395.1,264.31,45.24,628.86,112.87,306.04,65.3,37.69,86.53,8.11,277.446429,1984.428988,316.861111,603.637224,339.784437,5937.274286,14.297143,333.898095,385.352683,642.315789,3.251649,2.611925,1.142719,28615.091782,1061,1061,0,32.42,86.05,9.8,0.09,0,21.02,8.67,0.66,9.33,4.05,4.43,4.62,2.54,2.73,8.86,0.85,5.94,3.68,1.23,0.09,2.26,0,0.75,0.19,8.67,1.89,3.02,1.7,0.28,2.83,1.04,3.96,2.07,1.7,0.19,13.2,2.73,9.24,0.28,0.47,0.28,2.36,6.13,18.85,1.04,3.2,1.6,0.38,5.37,4.43,1.98,1.41,1.04,0,0.38,0.66,0.19,0,0.19,0.28,0.09,0.57,0.47,0.09,1.23,0.75,0.38,0,0,0.09,0.19,0.38,0.28,0.19,0,0,0,0,0,0.09,0,6.88,0,5.56,12.72,0.934783,0,0,0.065217,4.625
1.545175,584.4,190.76,41.96,615.45,102.23,270.5,66.74,53.61,86.1,7,281.916667,1897.793146,318.844898,600.65873,337.779101,6490.296429,13.997619,319.655952,376.267409,650,3.293023,2.595607,1.154217,29544.063885,903,4.32,2.66,36.32,78.07,8.31,0,0,16.5,6.98,0.33,7.31,3.43,2.88,3.32,3.88,5.65,8.08,1.99,4.43,3.21,0.33,0.55,1.22,0.22,0.55,0.11,7.75,0.89,2.33,2.1,0.33,2.77,1,2.44,0.89,1.22,0.22,9.41,1.77,6.76,0,0,0.66,2.33,4.87,14.73,0.89,3.77,1.66,0.55,3.77,4.87,1.66,1.33,1.11,0.11,0.11,0.55,0.22,0.22,0.11,0,0.11,0.11,0,0.11,1.77,1.33,0.66,0.11,0.33,0,0.11,0.55,0.44,22.26,6.64,0,0.11,2.66,0,0.11,0,4.32,0,8.97,45.07,0.706667,0.04,0.137778,0.115556,4.75
0.240533,1259.7,228.56,22.9,650.62,128.63,313.1,67.08,54.56,86.52,5.98,299.863636,1896.884211,318.198381,603.903614,339.293173,6875.72069,14.051724,321.917241,371.795082,696.2,3.27027,2.594595,1.180851,31394.164751,303,3.52,1.98,49.5,85.48,9.9,0,0,18.48,6.93,1.65,8.58,1.98,2.97,4.95,6.93,5.61,8.58,3.96,5.61,4.29,0.33,0,1.32,0,0,0,4.62,1.32,0.99,0.99,0,2.64,1.65,1.32,0,1.32,0,11.22,2.31,7.26,0.33,0,1.32,1.65,4.29,14.85,0,4.29,2.31,0.66,3.63,2.97,0.33,1.32,0.66,0.99,0,0.99,0,0,0,0.99,0.99,0,0,0,0.99,0.66,0.33,0,0,0.66,0,0.33,0.33,28.71,3.3,0,0,1.98,0,0.33,0,6.93,0,10.89,52.15,0.709677,0.032258,0.193548,0.064516,2.875
2.728884,169.3,204.42,43.14,618.03,96.4,204.58,60.74,16.54,83.35,6.63,276.581395,2003.178571,323.598425,605.427835,343.554124,7301.271264,14.082759,320.593103,380.686649,656.714286,3.367946,2.685864,1.171838,32286.657289,462,4.4,4.98,46.32,82.68,11.9,0,0,15.15,8.01,0.43,8.44,3.25,0.43,3.9,3.25,6.49,9.09,2.6,4.11,1.3,0.65,0,2.81,0,0.65,0.43,7.14,0.43,1.73,2.16,0,2.81,1.52,1.52,1.3,0,0,6.49,0.65,4.33,0,0,0.65,4.55,4.55,16.67,0.65,3.03,1.73,0,3.46,2.38,1.3,2.6,1.73,0.22,0.43,1.3,1.08,0,0.43,0,0,0,0,0,2.16,0.43,0.43,0.43,0.65,0.22,0.22,0.43,0.22,19.48,3.25,0.22,0,4.98,0,0,0,6.49,0,7.14,41.56,0.677966,0.050847,0.076271,0.194915,4.625
1.97724,210.9,208.44,32.75,617.97,131.12,325.21,64.12,44.21,84.93,6.23,258.466667,1794.938303,308.262857,601.672316,326.217514,5770.589744,14.482051,333.351282,377.916185,675.428571,3.431818,2.69774,1.154047,26918.37883,417,7.45,2.88,42.45,86.09,7.19,0,0,17.03,6.24,0.24,6.47,4.08,2.4,3.6,3.12,2.64,9.35,0.24,3.12,2.16,0,0,0.96,0,0.48,0,10.31,0.72,2.4,2.4,0,2.88,1.92,3.6,0.96,2.64,0,11.99,2.88,6.95,0.24,0,1.44,2.88,3.6,17.75,0.96,3.36,0.72,0.72,3.6,5.04,1.44,2.64,1.92,0.48,0.72,0.24,0.24,0,0,0,0,0.24,0.24,0,0.24,0,0.24,0,0,0,0.48,1.2,0.96,10.55,5.28,0,0,3.36,0,0,0,3.6,0,2.64,25.42,0.66129,0.016129,0.080645,0.241935,3.5
1.547703,566,197.26,38.79,632.78,114.41,227.37,65.39,41.97,85.81,8.32,308.21875,1849.588092,318.567282,600.298177,341.092448,6071.543401,14.134364,325.774078,378.829037,663.16,3.275701,2.649551,1.139591,28417.690415,876,5.73,1.94,38.01,80.94,7.88,0,0,18.61,6.96,1.03,7.99,4.11,2.74,4.22,1.37,4,11.07,1.48,5.25,3.08,1.03,0.34,2.17,0,1.6,0.11,6.62,0.91,2.28,1.83,0.34,2.74,1.37,2.4,0.57,1.26,0.57,11.07,1.94,8.45,0.11,0,0.34,1.71,4.34,18.38,1.26,5.25,2.17,0.57,3.2,5.37,1.94,2.51,0.91,0.68,1.03,0.68,0.23,0.46,0,0,0.57,0.68,0.23,0.46,1.83,0.11,1.03,0.57,0,0.11,0.91,0.91,0,16.44,6.51,0,0,1.94,0,0.11,0,7.53,0,3.77,36.3,0.78882,0.031056,0.049689,0.130435,3.625
